question_by_qid,q_str,q_str_open_ended,x_name,x_value,y_name,y_value,answer,comparison,max_comparisons,prop_id,suffix,uuid,topic
881dbbb58e473f5afeb581d9c81c4d8561631d7f84770891b37230de43528045,"about US zip codes:

Is 07852, NJ located north of 30566, GA?","Which place is located more to the north: 07852, NJ or 30566, GA?","07852, NJ",40.88374,"30566, GA",34.23747,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
89d78a7698617baa3641e9156a976594e862a3ee4b11c907d89349c88d7b5218,"about US zip codes:

Is 14204, NY located north of 42420, KY?","Which place is located more to the north: 14204, NY or 42420, KY?","14204, NY",42.882,"42420, KY",37.79875,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
89f0d4605ff9aca29a4b91c64b863e0aa51ba8419764c3152efda1b1ae121f74,"about US zip codes:

Is 22134, VA located north of 85131, AZ?","Which place is located more to the north: 22134, VA or 85131, AZ?","22134, VA",38.53186,"85131, AZ",32.65542,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
8ae291088d5b0dc2a9e54d5ee1b9184591b6955b9ea2c88d145e5909b1dbaaa6,"about US zip codes:

Is 13502, NY located north of 68506, NE?","Which place is located more to the north: 13502, NY or 68506, NE?","13502, NY",43.14121,"68506, NE",40.78422,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
8b59f5d815400807e0d14a45d4d8341100082115b99edffb0dae4764c3698afe,"about US zip codes:

Is 97227, OR located north of 14892, NY?","Which place is located more to the north: 97227, OR or 14892, NY?","97227, OR",45.54432,"14892, NY",42.0478,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
917358499ec27d500dbc0395748687b7a01af72a8ced17e7c75dceb4517efd21,"about US zip codes:

Is 72601, AR located north of 77807, TX?","Which place is located more to the north: 72601, AR or 77807, TX?","72601, AR",36.23669,"77807, TX",30.6783,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
9762d3fdde744ba57bc4f9c98aaf0d4eb06ce6be77557f1e72d7dc33b99df783,"about US zip codes:

Is 10973, NY located north of 72364, AR?","Which place is located more to the north: 10973, NY or 72364, AR?","10973, NY",41.38442,"72364, AR",35.2126,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
97b6a4b3a2349949806389017cd701a23a4605dffae398de05c8b77aefe8c925,"about US zip codes:

Is 01604, MA located north of 26301, WV?","Which place is located more to the north: 01604, MA or 26301, WV?","01604, MA",42.25085,"26301, WV",39.28629,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
984885733b2aefb442c140c4cc0532d68130f61816f6f95873f7863afabb3a2e,"about US zip codes:

Is 54143, WI located north of 46013, IN?","Which place is located more to the north: 54143, WI or 46013, IN?","54143, WI",45.08708,"46013, IN",40.05021,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
a2836fd6eb10fefaf66b8f7e5339d5161c8bf08d9041b21697dea67e16d0c168,"about US zip codes:

Is 07871, NJ located north of 95436, CA?","Which place is located more to the north: 07871, NJ or 95436, CA?","07871, NJ",41.04666,"95436, CA",38.49108,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ab2acf046ca9ad176cba40b52032d666053896c58fbc779b4d933c84473b0ad5,"about US zip codes:

Is 70062, LA located north of 33187, FL?","Which place is located more to the north: 70062, LA or 33187, FL?","70062, LA",29.98924,"33187, FL",25.54889,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
af27020192e35d940e579a2c6aa6fa82c9e376626097dbf45d9f7d0f6fb852fa,"about US zip codes:

Is 99301, WA located north of 11501, NY?","Which place is located more to the north: 99301, WA or 11501, NY?","99301, WA",46.39184,"11501, NY",40.74629,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
bd0d3d2cc79f978932a1260c81d42fa42de75ed34bc3576811e4c75bbc32e255,"about US zip codes:

Is 98021, WA located north of 60651, IL?","Which place is located more to the north: 98021, WA or 60651, IL?","98021, WA",47.79257,"60651, IL",41.90202,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
c20b393f37ae8ebcbfd2191d173d6f3431b28772c48c215b56049cd4e22927ae,"about US zip codes:

Is 24482, VA located north of 30350, GA?","Which place is located more to the north: 24482, VA or 30350, GA?","24482, VA",38.20502,"30350, GA",33.97881,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
c41326a844d20c363692f3e83c53e90f8b112b65d901d87c9f587469091d91cf,"about US zip codes:

Is 84302, UT located north of 73644, OK?","Which place is located more to the north: 84302, UT or 73644, OK?","84302, UT",41.57956,"73644, OK",35.40327,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ca9783ced1b1145a9c8f9b2361ff8add2ff9891945b7f860d617b95851ae3e29,"about US zip codes:

Is 58401, ND located north of 07640, NJ?","Which place is located more to the north: 58401, ND or 07640, NJ?","58401, ND",46.88145,"07640, NJ",40.9899,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
cabcab6e27d8d4471019fb3f8a0f2a94ff55205b2ecd43fce4ee487455817bbe,"about US zip codes:

Is 03079, NH located north of 40108, KY?","Which place is located more to the north: 03079, NH or 40108, KY?","03079, NH",42.79023,"40108, KY",37.96964,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
cc35963e5d52bd866d618f10f799c52f6469dde114363a76b36337c96f7e95bd,"about US zip codes:

Is 60625, IL located north of 94585, CA?","Which place is located more to the north: 60625, IL or 94585, CA?","60625, IL",41.97318,"94585, CA",38.19061,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ced714ea82e7fd7e73020f5ce41eeb82e31ed8014bcac7244de122ddd65b55d8,"about US zip codes:

Is 10958, NY located north of 73020, OK?","Which place is located more to the north: 10958, NY or 73020, OK?","10958, NY",41.3764,"73020, OK",35.45588,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
d8b0d3843a8ffe8346aad3839997b6bd9d917fa25dcc85f77d51cee5fead6e4f,"about US zip codes:

Is 61610, IL located north of 91356, CA?","Which place is located more to the north: 61610, IL or 91356, CA?","61610, IL",40.64294,"91356, CA",34.15504,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
df4d8ee16c5294f05c00f51dca253b224977bbff388a686f3e8e4f3819ec49a1,"about US zip codes:

Is 10457, NY located north of 40422, KY?","Which place is located more to the north: 10457, NY or 40422, KY?","10457, NY",40.84571,"40422, KY",37.64235,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
e4c7d848b27a1692478057272fc381638899795497c302d603e5baa4b6745031,"about US zip codes:

Is 22406, VA located north of 75087, TX?","Which place is located more to the north: 22406, VA or 75087, TX?","22406, VA",38.39964,"75087, TX",32.94581,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
e6bb1318d2db2fcea50c319f69d17d16b605e5d42d68891464594ba0f3654d48,"about US zip codes:

Is 28216, NC located north of 39525, MS?","Which place is located more to the north: 28216, NC or 39525, MS?","28216, NC",35.31039,"39525, MS",30.38123,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
e775153cc1123c215d514a4eeed5fc350d713db2c43e32d7e8978a51968e0a81,"about US zip codes:

Is 95605, CA located north of 37127, TN?","Which place is located more to the north: 95605, CA or 37127, TN?","95605, CA",38.59289,"37127, TN",35.77947,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ed85e93117cddc16dbff56b9230d69182da80ba243693025b187514202d82b16,"about US zip codes:

Is 13224, NY located north of 89503, NV?","Which place is located more to the north: 13224, NY or 89503, NV?","13224, NY",43.03892,"89503, NV",39.54112,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ef4351f01ebe03f5ab844f08feba30787e3470ed2eed42c28737b81b90158f56,"about US zip codes:

Is 75149, TX located north of 32601, FL?","Which place is located more to the north: 75149, TX or 32601, FL?","75149, TX",32.76994,"32601, FL",29.64886,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
f0a5d363a18cca0352d81345e9e178afaa6414692ad7e453ff4f2253a6782ed3,"about US zip codes:

Is 24523, VA located north of 92887, CA?","Which place is located more to the north: 24523, VA or 92887, CA?","24523, VA",37.3364,"92887, CA",33.88727,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
f682f425c4799c02e1b7a030f61c861e67be054489edc969708d1098427d3316,"about US zip codes:

Is 15683, PA located north of 38655, MS?","Which place is located more to the north: 15683, PA or 38655, MS?","15683, PA",40.10926,"38655, MS",34.33114,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
f88eddeb463db011184162df7dc5b45de78e836fb28dc131356c8a9148f8f492,"about US zip codes:

Is 28602, NC located north of 31206, GA?","Which place is located more to the north: 28602, NC or 31206, GA?","28602, NC",35.67574,"31206, GA",32.79383,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
fc005ba983eae8458339b9d4c3ca5efc68c939d88baca922fb4e6964e66e8e44,"about US zip codes:

Is 94544, CA located north of 86326, AZ?","Which place is located more to the north: 94544, CA or 86326, AZ?","94544, CA",37.63352,"86326, AZ",34.69857,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
ff02aff688fae9dfe30a61c39adc638a7438ee9d82716f328a902520fa7ec8c0,"about US zip codes:

Is 29205, SC located north of 77386, TX?","Which place is located more to the north: 29205, SC or 77386, TX?","29205, SC",33.99001,"77386, TX",30.10153,YES,gt,1,wm-us-zip-lat,non-ambiguous-hard-2,8b8117f5,wm us zip lat
008c75867e2f80610495aeb6bad8feda7091fe3945ec2378f39ef0f690bb6dee,"about US zip codes:

Is 27301, NC more densely populated than 14513, NY?","Which place is less densely populated: 27301, NC or 14513, NY?","27301, NC",119.5,"14513, NY",119.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
027971deb2f6fc4728d4efe683c99076108909a14fb32234bd87c5de94042462,"about US zip codes:

Is 63628, MO more densely populated than 73018, OK?","Which place is less densely populated: 63628, MO or 73018, OK?","63628, MO",49.2,"73018, OK",49.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
032edcd364c1138366b7ece1a8a68b632870077cde1ff9e5cd5da34cfdf384ad,"about US zip codes:

Is 85705, AZ more densely populated than 80234, CO?","Which place is less densely populated: 85705, AZ or 80234, CO?","85705, AZ",1578.8,"80234, CO",1578.5,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
087989eb7c1238ab61329d109cc2a6989065aafabb020ba2d6a42c519a894fd1,"about US zip codes:

Is 07758, NJ more densely populated than 53186, WI?","Which place is less densely populated: 07758, NJ or 53186, WI?","07758, NJ",1048.2,"53186, WI",1047.7,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
087b2fac402c2d1aed92c0b89761b679cbc1ebca2c608daa048bdbc33a37fed1,"about US zip codes:

Is 32809, FL more densely populated than 55109, MN?","Which place is less densely populated: 32809, FL or 55109, MN?","32809, FL",1142.9,"55109, MN",1142.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
08faa4b63a82928392e58bc0cc2c24d2cba16fa1a4caac8b1e2122f7478c39a9,"about US zip codes:

Is 85024, AZ more densely populated than 61201, IL?","Which place is less densely populated: 85024, AZ or 61201, IL?","85024, AZ",821.8,"61201, IL",821.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
092c954ab6872c533e9ffe62684c29471b8c81f68cd74d0ab193ef5530c02a79,"about US zip codes:

Is 55805, MN more densely populated than 91911, CA?","Which place is less densely populated: 55805, MN or 91911, CA?","55805, MN",2697.1,"91911, CA",2687.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
09ec6351e1f8d589fbeff7196a4787658a7ecd928290e6c321151cb278161736,"about US zip codes:

Is 60515, IL more densely populated than 02026, MA?","Which place is less densely populated: 60515, IL or 02026, MA?","60515, IL",952.2,"02026, MA",951.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
0b7266815215cfca5e675e6e077bdf51e0c7b81eea3a8d279e4029ea0b3ba13d,"about US zip codes:

Is 98424, WA more densely populated than 15003, PA?","Which place is less densely populated: 98424, WA or 15003, PA?","98424, WA",737.0,"15003, PA",736.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
0eaaee4857b948f2eb027b55ffe5620acd0f4e6dd0c15d20bfd53ff0e6b1fc72,"about US zip codes:

Is 60653, IL more densely populated than 11360, NY?","Which place is less densely populated: 60653, IL or 11360, NY?","60653, IL",5648.5,"11360, NY",5634.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
1199b24ad3363813df64d19fb14728f71c39ae1b669cbcf8eeb090d817315501,"about US zip codes:

Is 79022, TX more densely populated than 59301, MT?","Which place is less densely populated: 79022, TX or 59301, MT?","79022, TX",2.2,"59301, MT",1.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
132e1e06bea4160effe9d0ce13865aef87d785990e01b7763bc4720767c09d21,"about US zip codes:

Is 12578, NY more densely populated than 56374, MN?","Which place is less densely populated: 12578, NY or 56374, MN?","12578, NY",57.6,"56374, MN",57.5,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
1bf5de15a6ce12abc1e75870435cc7bd2fa56993a9602254254890c92fba5d5b,"about US zip codes:

Is 11804, NY more densely populated than 93730, CA?","Which place is less densely populated: 11804, NY or 93730, CA?","11804, NY",628.8,"93730, CA",628.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
1ca874851de953e4eb3edecab1045bb242c6501ad4640bae10006bb767d4753a,"about US zip codes:

Is 01778, MA more densely populated than 92253, CA?","Which place is less densely populated: 01778, MA or 92253, CA?","01778, MA",361.2,"92253, CA",361.0,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
223faf0b8230013005384b7df9551add7b12ed7a4c2310010d8b60bfb894879a,"about US zip codes:

Is 70119, LA more densely populated than 77099, TX?","Which place is less densely populated: 70119, LA or 77099, TX?","70119, LA",3159.6,"77099, TX",3156.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
24496e5f6e5ae4ecac03560144ffe422e019aff97ecf9fe1f9945386a94f37df,"about US zip codes:

Is 19082, PA more densely populated than 07103, NJ?","Which place is less densely populated: 19082, PA or 07103, NJ?","19082, PA",6486.9,"07103, NJ",6463.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
26f842ee4dc94edfbe19bacdd3966f4f317cca2f1f3dc0d81b4f8049d1c28fc5,"about US zip codes:

Is 30005, GA more densely populated than 76308, TX?","Which place is less densely populated: 30005, GA or 76308, TX?","30005, GA",985.6,"76308, TX",985.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
28105e4784578af1718ab0a2f9aef6141bd211e0ad549edd637a232f3927dc32,"about US zip codes:

Is 75180, TX more densely populated than 63033, MO?","Which place is less densely populated: 75180, TX or 63033, MO?","75180, TX",1319.0,"63033, MO",1318.9,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
29f7e40189b247523078fba6e9ae40320ba4b31ccdb9fc6861942266c8c512a6,"about US zip codes:

Is 20781, MD more densely populated than 48127, MI?","Which place is less densely populated: 20781, MD or 48127, MI?","20781, MD",2031.3,"48127, MI",2030.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
2a52923a2a7fc4ec8754255e0c8ae002f73a24a22e51eb8c592bc3e5bdd88c6c,"about US zip codes:

Is 49127, MI more densely populated than 40118, KY?","Which place is less densely populated: 49127, MI or 40118, KY?","49127, MI",250.7,"40118, KY",250.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
2f5c2e0d3615663cbf9ebb6a303e841294e3f0c970fe83978749d77620931534,"about US zip codes:

Is 29201, SC more densely populated than 45458, OH?","Which place is less densely populated: 29201, SC or 45458, OH?","29201, SC",709.1,"45458, OH",709.0,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
31fa860beca8805956b11463766f3a6d11d17e5957c7e7ca70723f83be674e93,"about US zip codes:

Is 97217, OR more densely populated than 23602, VA?","Which place is less densely populated: 97217, OR or 23602, VA?","97217, OR",1214.4,"23602, VA",1213.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
3357019c02a3a8bb983ef2f78d3e384a17867d34b23737ebed40ff14ddba3996,"about US zip codes:

Is 01520, MA more densely populated than 77365, TX?","Which place is less densely populated: 01520, MA or 77365, TX?","01520, MA",343.6,"77365, TX",343.5,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
33fb673b17e761a749de7c85d4625025fadc702cd588e606dd9fe1061e8ddb3a,"about US zip codes:

Is 58103, ND more densely populated than 80031, CO?","Which place is less densely populated: 58103, ND or 80031, CO?","58103, ND",1685.9,"80031, CO",1685.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
3621e5a16abf33464f7c6463aee394fd7813d9a4a9381a95fe35461978594805,"about US zip codes:

Is 23803, VA more densely populated than 44141, OH?","Which place is less densely populated: 23803, VA or 44141, OH?","23803, VA",220.9,"44141, OH",220.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
39e78da123c301001fd641d56b6f1563df1929db404c3c4a71a35f3f4744051a,"about US zip codes:

Is 40336, KY more densely populated than 88310, NM?","Which place is less densely populated: 40336, KY or 88310, NM?","40336, KY",23.3,"88310, NM",23.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
44f72b666fb1a73e61e87938948217faf2d4a4c09e626eff78f4f5eb65fd88e6,"about US zip codes:

Is 19063, PA more densely populated than 84414, UT?","Which place is less densely populated: 19063, PA or 84414, UT?","19063, PA",575.1,"84414, UT",575.0,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
48c152c2dee4ea2116c04bfa8f5717c881c019442037a08d7163259fd866e1ff,"about US zip codes:

Is 11234, NY more densely populated than 90016, CA?","Which place is less densely populated: 11234, NY or 90016, CA?","11234, NY",4928.4,"90016, CA",4925.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
4c570fb0b6d2d1309e89891f896dab911d9bc480578f0bb1ca887b770e75f728,"about US zip codes:

Is 48202, MI more densely populated than 85379, AZ?","Which place is less densely populated: 48202, MI or 85379, AZ?","48202, MI",1731.3,"85379, AZ",1731.0,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
4d545b41d09a06fff60936db6af232e09dae62ebdda699a566ce5d0c63944dc9,"about US zip codes:

Is 85207, AZ more densely populated than 34711, FL?","Which place is less densely populated: 85207, AZ or 34711, FL?","85207, AZ",653.1,"34711, FL",652.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
4eb6784e2cf63d56bf72ddafbe865d2b3d584408d070ddb4c5356938760a9075,"about US zip codes:

Is 90032, CA more densely populated than 19145, PA?","Which place is less densely populated: 90032, CA or 19145, PA?","90032, CA",3632.4,"19145, PA",3631.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
4fcf479a4f4691654ab7134b81fa1f313bf3536e43a7987c73e75dcf68c65808,"about US zip codes:

Is 33322, FL more densely populated than 98087, WA?","Which place is less densely populated: 33322, FL or 98087, WA?","33322, FL",2820.5,"98087, WA",2818.5,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
50843c6708c011426661e46d35706f10a55f02d3ed744149287c355b74b59bc3,"about US zip codes:

Is 20740, MD more densely populated than 33778, FL?","Which place is less densely populated: 20740, MD or 33778, FL?","20740, MD",1634.0,"33778, FL",1632.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
53de2e0840e61b2c43784e787ba8ec4aac5ea0ef85cde975e3ad51bb62164379,"about US zip codes:

Is 34434, FL more densely populated than 04038, ME?","Which place is less densely populated: 34434, FL or 04038, ME?","34434, FL",138.4,"04038, ME",138.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
583cf162d347b6ca56f38c8b932a497a3f03d50e2d5d4f347bfea8ec49cef406,"about US zip codes:

Is 06437, CT more densely populated than 87144, NM?","Which place is less densely populated: 06437, CT or 87144, NM?","06437, CT",181.2,"87144, NM",181.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
592e17133f0de62ae3f23e610773b97f6b892e2f1040870a26650f7c471d768a,"about US zip codes:

Is 15332, PA more densely populated than 18011, PA?","Which place is less densely populated: 15332, PA or 18011, PA?","15332, PA",128.7,"18011, PA",128.6,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
5dc7fc5697ad6c47f6f19fa11e6622902f8df6ec83305acf2aaa4aec2d7cee3f,"about US zip codes:

Is 63120, MO more densely populated than 60195, IL?","Which place is less densely populated: 63120, MO or 60195, IL?","63120, MO",1113.5,"60195, IL",1113.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
5e17da75be9f2b577e8eee34257f6230b7883ef6db0414aa08da3c450ec34fa9,"about US zip codes:

Is 97302, OR more densely populated than 98686, WA?","Which place is less densely populated: 97302, OR or 98686, WA?","97302, OR",681.2,"98686, WA",680.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
5f7105adabe5d2d1c3790ad2a4a4f46cf8389f2b68462f8ca5742ab86b1d9ef1,"about US zip codes:

Is 77389, TX more densely populated than 01701, MA?","Which place is less densely populated: 77389, TX or 01701, MA?","77389, TX",762.1,"01701, MA",761.7,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
6169976e2b12b1a427052f1eb99cdfa8aef2069aefc1d765964edc4e7c31a3f3,"about US zip codes:

Is 11433, NY more densely populated than 07010, NJ?","Which place is less densely populated: 11433, NY or 07010, NJ?","11433, NY",10440.5,"07010, NJ",10300.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
656c46aaf1178311f94a8e21f8ac1e3093145f218f8f25d2856a89f7656dd0e1,"about US zip codes:

Is 77407, TX more densely populated than 77003, TX?","Which place is less densely populated: 77407, TX or 77003, TX?","77407, TX",1411.4,"77003, TX",1411.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
65a818f7c8fbb7db9d58bb6bcc79af91d8d579d1f77ec6608da686b84ca61a44,"about US zip codes:

Is 44132, OH more densely populated than 60176, IL?","Which place is less densely populated: 44132, OH or 60176, IL?","44132, OH",1778.2,"60176, IL",1777.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
699c75890af7b7e474b0143b38558d73961f96ca5fa5ff6794aed0dbfe1b5652,"about US zip codes:

Is 68152, NE more densely populated than 31408, GA?","Which place is less densely populated: 68152, NE or 31408, GA?","68152, NE",207.6,"31408, GA",207.5,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
6ae8e86f11441b522314c2c9750aba8591583b64df2b628918034eef5e0beb03,"about US zip codes:

Is 48075, MI more densely populated than 32751, FL?","Which place is less densely populated: 48075, MI or 32751, FL?","48075, MI",1247.7,"32751, FL",1247.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
6bab5d4e3a36583ceaee300aa4af534ef8375e2926f2434e33598fce02743529,"about US zip codes:

Is 34465, FL more densely populated than 70471, LA?","Which place is less densely populated: 34465, FL or 70471, LA?","34465, FL",293.5,"70471, LA",293.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
6f3ea6ae9de1d05de65da01c85983acab910fdf6ec72c18331222b20d5ef6e57,"about US zip codes:

Is 23430, VA more densely populated than 75076, TX?","Which place is less densely populated: 23430, VA or 75076, TX?","23430, VA",66.0,"75076, TX",65.9,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
72f2bfe56182f2c7a1b4655f2d7dcbfaa87eceeb316a28dd708e13e9c2291267,"about US zip codes:

Is 27576, NC more densely populated than 52732, IA?","Which place is less densely populated: 27576, NC or 52732, IA?","27576, NC",91.9,"52732, IA",91.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
750600d4a179aa9b4a83bfad4db495fdd689e3b717536f2288814fc5b2163398,"about US zip codes:

Is 32814, FL more densely populated than 20032, DC?","Which place is less densely populated: 32814, FL or 20032, DC?","32814, FL",2997.0,"20032, DC",2995.8,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
75072e10f9a94d4a8593d9b7d685b1206c307ab2f634d6d6401fb8815df127bb,"about US zip codes:

Is 76542, TX more densely populated than 08242, NJ?","Which place is less densely populated: 76542, TX or 08242, NJ?","76542, TX",309.6,"08242, NJ",309.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
7dafe74d24acd99cd027794d4fefac836668b42374ee65f62d4a3eebecb0d8c6,"about US zip codes:

Is 78219, TX more densely populated than 62060, IL?","Which place is less densely populated: 78219, TX or 62060, IL?","78219, TX",400.4,"62060, IL",400.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
7dfd2700a1c1b506892167c1e1b217b7b47f2013841a13fed30e0abf073a911b,"about US zip codes:

Is 72034, AR more densely populated than 32159, FL?","Which place is less densely populated: 72034, AR or 32159, FL?","72034, AR",379.4,"32159, FL",379.1,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
7fa125c3047eabf90fb661e904a0b633d5ec19b5618925308859292649dea304,"about US zip codes:

Is 02746, MA more densely populated than 50013, IA?","Which place is less densely populated: 02746, MA or 50013, IA?","02746, MA",2259.8,"50013, IA",2259.7,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
804cf8b476593d1add2366033bfd0c2420fbe340d8ad8fc71606af8f992c29d8,"about US zip codes:

Is 30033, GA more densely populated than 36604, AL?","Which place is less densely populated: 30033, GA or 36604, AL?","30033, GA",1361.4,"36604, AL",1361.2,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
83fab7fe000cf32a8320299f84563a1132eda742d5bfa18ff90e8aacb8321515,"about US zip codes:

Is 33611, FL more densely populated than 93612, CA?","Which place is less densely populated: 33611, FL or 93612, CA?","33611, FL",2107.4,"93612, CA",2107.3,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
862bed8a659b25f7e26bd7279affe7c41fac558ab98573132fb822b940ace194,"about US zip codes:

Is 47601, IN more densely populated than 75418, TX?","Which place is less densely populated: 47601, IN or 75418, TX?","47601, IN",40.5,"75418, TX",40.4,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
86986b0df1e27737b51a4af3047a20562e6b5773e54e2d036ba9a984b3b46d2f,"about US zip codes:

Is 78260, TX more densely populated than 02864, RI?","Which place is less densely populated: 78260, TX or 02864, RI?","78260, TX",526.5,"02864, RI",525.9,YES,gt,1,wm-us-zip-dens,,8a563aec,wm us zip dens
